,Player Name,Goals/90min,Assists/90min,Yel/90min,Red/90min,SpG,PS%,Rating,Tackles,Inter,Fouls (def),Offsides,Clear,DrB (def),Blocks,DrB (off),Fouled (off),Off (off),Disp (off),KeyP,AvgP,Crosses,LongB,ThrB,OutOfBox,SixYardBox,PenaltyArea,Playing_Nature,Vertical Position,Horizontal Position
6189,Rhodolfo,0.0,0.0,0.0,0.3,0.3,89.4,6.99,1.5,0.8,0.3,0.0,5.0,0.5,1.0,0.5,0.3,0.3,0.3,0.5,40.0,0.0,2.3,0.0,0.0,0.0,0.3,Defensive,Back,Center
6190,Juan,0.0,0.0,0.0,0.0,0.7,81.0,6.89,1.0,2.0,0.0,0.7,6.7,0.3,0.3,0.0,0.3,0.0,0.3,0.0,42.0,0.0,2.3,0.0,0.0,0.0,0.7,Defensive,Back,Center
6191,Gustavo Cuellar,0.0,0.13,0.25,0.25,0.2,91.3,6.82,3.6,1.3,2.2,0.0,1.4,1.9,0.0,0.4,0.4,0.0,1.1,0.4,51.1,0.1,3.7,0.1,0.2,0.0,0.0,Defensive,Mid,Center
6193,Geuvanio,0.0,0.45,0.89,0.0,0.7,83.0,6.68,0.3,1.0,2.0,0.0,1.0,1.0,0.3,0.7,0.3,0.3,0.7,1.0,17.7,0.0,0.3,0.0,0.0,0.0,0.7,Neutral,Mid,Right
6195,Jonas,0.0,0.0,0.52,0.26,0.9,84.5,6.64,3.7,0.6,1.0,0.0,2.0,1.1,0.1,0.1,0.3,0.0,0.6,0.3,21.1,0.0,2.0,0.0,0.7,0.0,0.1,Defensive,Mid,Center
6196,Henrique Dourado,0.76,0.0,0.25,0.13,1.0,75.5,6.43,0.7,0.1,1.4,0.0,0.3,0.4,0.0,0.1,1.3,0.3,1.3,0.3,7.8,0.0,0.4,0.0,0.0,0.2,0.8,Attacking,Forward,Center
6197,Para,0.0,0.0,0.0,0.0,0.0,88.7,6.42,1.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,26.5,0.5,3.0,0.0,0.0,0.0,0.0,Defensive,Back,Right
6203,Eder Militao,0.12,0.0,0.58,0.0,0.8,75.2,7.6,2.8,1.9,1.8,0.3,4.4,1.1,0.2,2.1,0.9,0.0,0.7,0.3,34.6,0.4,1.0,0.0,0.1,0.3,0.3,Defensive,Back,Right
6204,Nene,0.69,0.11,0.57,0.0,1.8,73.9,7.32,0.3,0.2,1.0,0.0,0.1,0.5,0.2,1.2,2.1,0.2,1.8,2.2,27.2,3.0,1.5,0.1,1.0,0.1,0.7,Attacking,Mid,Center
6205,Everton,0.39,0.39,0.2,0.0,1.5,73.6,7.24,1.1,0.3,1.5,0.0,0.3,0.6,0.1,1.0,2.4,0.6,1.4,1.7,29.9,1.1,1.1,0.0,0.3,0.1,1.1,Neutral,Mid,Left
6206,Hudson,0.0,0.0,0.6,0.0,1.3,85.7,7.2,3.7,2.1,2.1,0.0,1.2,1.1,0.6,0.6,1.2,0.1,0.2,0.0,37.2,0.1,1.6,0.0,0.8,0.1,0.4,Neutral,Mid,Center
6207,Christian Cueva,0.67,0.67,0.0,0.34,0.8,83.3,6.9,1.3,0.8,0.3,0.0,0.0,0.5,0.3,1.3,1.8,0.8,1.3,3.3,41.8,0.5,0.5,0.3,0.3,0.0,0.5,Attacking,Mid,Center
6208,Diego Souza,0.64,0.13,0.0,0.0,1.7,63.9,7.2,0.6,0.0,1.6,0.0,1.0,0.4,0.2,0.4,1.6,0.3,0.6,0.3,17.2,0.0,0.3,0.0,0.2,0.3,1.1,Attacking,Forward,Center
6209,Robert Arboleda,0.0,0.0,0.25,0.0,1.0,80.1,7.17,1.9,1.3,1.3,0.5,6.8,0.6,0.8,0.3,0.8,0.1,0.3,0.1,35.1,0.0,2.3,0.0,0.1,0.3,0.6,Defensive,Back,Center
6211,Jucilei,0.0,0.0,0.3,0.0,0.2,84.7,7.01,2.4,2.3,2.1,0.0,1.3,2.0,0.2,0.8,1.6,0.0,0.7,0.5,43.9,0.0,4.0,0.0,0.2,0.0,0.0,Defensive,Mid,Center
6212,Reinaldo,0.0,0.0,0.13,0.0,1.1,72.6,6.99,2.4,1.4,1.5,0.0,2.6,1.5,0.1,1.5,0.8,0.1,0.8,0.5,34.3,0.3,1.4,0.0,1.0,0.0,0.1,Defensive,Back,Left
6213,Bruno Alves,0.12,0.0,0.35,0.0,0.2,84.1,6.93,1.3,1.1,1.7,0.8,4.6,0.1,0.1,0.1,0.4,0.3,0.0,0.1,28.0,0.0,1.8,0.0,0.0,0.0,0.2,Defensive,Back,Center
6214,Felipe Araruna,0.0,0.34,0.0,0.0,0.5,83.1,6.96,1.8,1.0,0.8,0.3,1.3,0.5,0.0,0.8,1.3,0.0,0.5,0.8,20.8,0.3,0.8,0.0,0.5,0.0,0.0,Neutral,Mid,Right
6215,Petros,0.0,0.0,0.0,0.21,0.0,86.2,6.85,4.0,1.0,2.0,0.0,1.7,1.7,0.2,0.7,1.2,0.2,0.5,0.5,41.2,0.0,0.8,0.0,0.0,0.0,0.0,Defensive,Mid,Center
6217,Anderson Martins,0.0,0.0,0.17,0.17,0.5,82.7,6.63,1.7,1.0,1.5,0.3,6.7,1.2,0.2,0.3,0.5,0.0,0.0,0.2,31.8,0.0,3.8,0.0,0.3,0.0,0.2,Defensive,Back,Center
6218,Marcos Guilherme,0.0,0.22,0.0,0.0,1.3,84.4,6.61,1.3,0.5,1.2,0.0,0.5,1.0,0.0,1.2,1.0,0.3,1.0,0.5,21.3,0.3,0.0,0.0,0.8,0.0,0.5,Attacking,Mid,Right
6219,Lucas Fernandes,0.0,0.0,0.0,0.35,1.6,87.1,6.56,1.6,0.4,2.0,0.0,0.4,1.0,0.0,1.6,0.8,0.0,1.6,1.2,18.6,1.2,0.2,0.0,1.0,0.0,0.6,Neutral,Mid,Center
6221,Edimar,0.0,0.0,0.4,0.0,0.5,81.6,6.53,0.3,1.5,1.0,0.0,1.8,0.5,0.0,0.8,0.8,0.0,0.0,0.5,25.8,0.0,0.8,0.3,0.5,0.0,0.0,Defensive,Back,Left
6228,Anselmo,0.25,0.13,0.25,0.0,1.1,86.7,7.81,4.3,1.6,2.3,0.1,3.5,2.4,0.4,2.4,1.8,0.0,1.9,1.4,41.3,0.0,2.6,0.1,0.6,0.0,0.5,Defensive,Mid,Center
6230,Sander,0.0,0.0,0.38,0.0,0.6,82.6,7.2,2.9,2.8,2.4,0.5,2.5,1.3,0.4,1.5,1.7,0.2,0.8,0.7,41.2,0.1,1.2,0.0,0.4,0.0,0.3,Defensive,Back,Left
6231,Ronaldo Alves,0.0,0.0,0.27,0.0,0.7,85.8,7.07,1.3,2.3,0.9,0.5,7.0,0.2,0.7,0.4,1.3,0.1,0.0,0.0,35.3,0.0,2.3,0.0,0.3,0.1,0.4,Defensive,Back,Center
6232,Marlone,0.1,0.2,0.1,0.0,1.4,77.6,7.06,0.9,0.8,0.5,0.0,0.5,0.5,0.0,1.7,1.5,0.1,1.6,2.4,30.5,1.4,1.6,0.0,0.8,0.0,0.5,Attacking,Mid,Left
6233,Fellipe Bastos,0.1,0.1,0.0,0.0,2.6,80.3,6.98,2.5,1.1,1.3,0.1,1.4,2.1,0.2,0.5,0.5,0.1,0.8,0.6,49.0,0.0,3.2,0.0,2.0,0.2,0.5,Defensive,Mid,Center
6235,Raul Prata,0.0,0.0,0.13,0.13,0.4,74.7,6.93,2.0,3.8,1.1,0.4,3.6,1.1,0.4,0.8,1.1,0.0,0.4,0.8,44.5,0.3,1.5,0.0,0.4,0.0,0.0,Defensive,Back,Right
6236,Rafael Marques,0.14,0.14,0.0,0.0,1.3,78.1,6.73,0.8,0.3,0.9,0.0,0.9,0.7,0.0,0.1,1.1,0.2,1.3,0.9,23.7,0.2,0.4,0.0,0.3,0.3,0.7,Attacking,Forward,Center
6237,Gabriel,0.11,0.11,0.11,0.0,0.8,84.4,6.81,1.3,0.8,0.7,0.1,0.7,0.8,0.0,0.6,1.5,0.1,0.5,1.5,34.9,0.2,1.7,0.1,0.4,0.1,0.4,Attacking,Mid,Center
6238,Durval,0.0,0.0,0.0,0.0,0.0,78.9,6.62,1.5,0.0,0.0,0.5,4.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,9.5,0.0,1.0,0.0,0.0,0.0,0.0,Defensive,Back,Center
6239,Neto Moura,0.0,0.0,0.2,0.0,0.7,81.0,6.57,1.7,0.9,0.8,0.0,0.4,1.0,0.1,0.3,0.9,0.0,0.6,0.4,22.2,0.1,0.9,0.1,0.7,0.0,0.0,Neutral,Mid,Center
6243,Andrigo,0.0,0.0,0.0,0.0,1.7,79.8,6.19,1.0,0.0,1.0,0.0,0.0,0.7,0.0,0.7,0.7,0.3,0.7,0.7,28.0,0.0,0.3,0.0,0.3,0.3,1.0,Attacking,Mid,Right
6248,Roger Guedes,0.91,0.27,0.18,0.0,3.5,81.6,7.66,0.2,0.3,0.9,0.0,0.6,0.8,0.1,2.4,3.4,0.3,0.7,1.3,37.7,0.3,2.5,0.2,1.2,0.6,1.8,Attacking,Mid,Left
6249,Juninho,0.0,0.0,0.0,0.0,0.0,80.6,7.64,4.0,3.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Defensive,Back,Left
6254,Jorge Gonzalez,0.0,0.0,0.6,0.0,0.8,83.3,6.69,2.6,1.8,1.6,0.1,1.0,1.5,0.0,0.4,2.5,0.0,1.0,0.9,30.6,0.3,1.6,0.0,0.6,0.0,0.1,Defensive,Mid,Center
6365,Nicolas Mazzola,1.21,0.0,0.0,0.0,1.2,63.2,6.81,0.8,0.1,0.7,0.1,1.5,0.1,0.4,0.4,1.3,0.3,0.8,0.5,11.4,0.0,0.4,0.0,0.0,0.3,0.9,Attacking,Forward,Center
6474,Oscar,0.41,0.92,0.2,0.0,2.7,81.2,8.43,2.1,0.5,1.4,0.0,0.5,1.2,0.0,3.1,2.6,0.0,1.5,4.2,55.8,1.9,6.2,0.7,1.4,0.1,1.2,Neutral,Mid,Center
6475,Hulk,0.95,0.63,0.32,0.0,5.2,76.4,8.29,0.8,0.1,1.9,0.0,0.9,0.7,0.1,4.3,4.2,0.2,2.1,2.7,37.3,1.2,2.7,0.1,3.2,0.2,1.8,Attacking,Mid,Right
6476,Wu Lei,1.58,0.19,0.19,0.0,3.9,77.0,7.72,0.7,0.6,0.7,0.0,0.4,0.6,0.0,0.5,0.5,1.5,0.5,0.7,18.5,0.4,0.5,0.0,0.0,0.5,3.5,Attacking,Forward,Center
6477,Yu Hai,0.09,0.0,0.18,0.0,0.7,83.2,7.34,2.7,1.3,2.2,0.3,3.9,0.9,0.3,1.2,1.2,0.1,0.3,0.4,37.8,0.3,2.3,0.0,0.3,0.1,0.4,Defensive,Back,Left
6478,Odil Ahmedov,0.1,0.2,0.3,0.1,1.3,86.8,7.27,2.7,1.4,1.6,0.0,0.5,1.2,0.2,1.6,1.4,0.0,1.0,2.1,54.6,0.5,4.4,0.2,1.0,0.0,0.3,Neutral,Mid,Center
6480,Elkeson,1.0,0.0,0.0,0.0,2.0,71.8,7.02,0.3,0.0,3.7,0.0,0.7,0.0,0.0,0.3,2.0,0.3,1.7,0.7,23.7,0.0,1.0,0.0,0.3,0.0,1.7,Attacking,Forward,Center
6481,Cai Huikang,0.0,0.0,0.2,0.0,0.3,79.6,7.02,2.8,1.2,1.5,0.1,2.2,1.4,0.1,0.1,0.2,0.0,0.4,0.3,33.8,0.0,1.4,0.0,0.2,0.0,0.1,Defensive,Mid,Center
6482,Shi Ke,0.0,0.1,0.0,0.0,0.1,84.4,7.02,1.1,1.6,0.6,1.5,7.1,0.6,0.7,0.1,0.2,0.0,0.1,0.3,37.2,0.0,3.9,0.0,0.1,0.0,0.0,Defensive,Back,Center
6485,He Guan,0.0,0.0,0.18,0.0,0.0,81.5,6.74,1.0,1.0,1.2,1.0,5.4,0.5,0.5,0.0,0.5,0.1,0.0,0.2,29.9,0.1,3.5,0.0,0.0,0.0,0.0,Defensive,Back,Center
6486,Chen Binbin,0.0,0.35,0.17,0.0,0.6,72.6,6.51,0.7,0.3,0.6,0.0,0.2,0.7,0.0,1.1,0.5,0.1,0.7,0.7,11.3,0.8,0.3,0.0,0.2,0.0,0.5,Attacking,Forward,Left
6492,Zhang Yi,0.0,0.0,0.0,0.84,0.5,84.3,5.95,0.5,0.0,2.5,0.0,2.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,35.0,0.0,6.5,0.0,0.5,0.0,0.0,Neutral,Mid,Center
6493,Renato Augusto,0.43,0.54,0.22,0.0,1.5,83.6,7.98,3.4,1.4,0.8,0.1,1.3,1.4,0.2,3.4,2.5,0.2,1.3,2.3,76.9,1.4,3.5,0.1,0.9,0.1,0.5,Neutral,Mid,Center
6494,Jonathan Viera,0.22,0.19,0.16,0.0,2.0,83.5,7.4,1.8,0.5,0.9,0.0,0.2,1.2,0.0,3.0,2.8,0.2,2.2,2.7,65.0,0.6,1.8,0.4,1.2,0.1,0.7,Attacking,Mid,Center
6495,Jonatan Soriano,0.87,0.35,0.0,0.0,4.8,80.3,7.68,0.3,0.3,0.7,0.2,0.7,0.3,0.0,1.0,1.2,1.3,1.3,1.0,33.0,0.3,0.7,0.0,1.8,0.0,3.0,Attacking,Forward,Center
6497,Cedric Bakambu,0.96,0.04,0.32,0.0,2.2,73.1,7.14,0.5,0.1,2.2,0.0,1.1,0.5,0.1,0.6,1.5,0.8,1.8,1.1,19.4,0.1,0.4,0.0,0.3,0.2,1.7,Attacking,Forward,Center
6498,Chi Zhongguo,0.0,0.0,0.0,0.0,0.4,87.2,7.19,4.4,2.2,2.1,0.0,1.6,1.6,0.1,0.7,0.9,0.1,0.7,0.4,71.2,0.1,3.3,0.0,0.4,0.0,0.0,Neutral,Mid,Center
6499,Piao Cheng,0.2,0.2,0.1,0.0,1.1,85.9,7.05,2.2,1.1,1.2,0.0,0.4,1.2,0.2,1.3,1.9,0.1,1.7,0.7,51.9,0.2,1.8,0.2,0.3,0.0,0.8,Neutral,Mid,Center
6500,Li Lei,0.0,0.0,0.0,0.0,0.3,80.7,6.95,2.7,1.7,1.3,0.3,2.0,0.9,0.6,0.1,1.0,0.1,0.7,1.0,45.1,0.3,1.4,0.0,0.0,0.0,0.3,Defensive,Back,Left
6502,Zhang Xizhe,0.0,0.0,0.0,0.0,0.0,84.8,6.95,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,46.0,0.0,2.0,0.0,0.0,0.0,0.0,Neutral,Mid,Center
6503,Jin Taiyan,0.0,0.0,0.0,0.0,0.0,82.7,6.95,3.5,2.5,2.5,0.0,2.5,1.5,0.0,0.5,2.5,0.0,1.5,0.0,37.5,0.0,2.0,0.0,0.0,0.0,0.0,Defensive,Back,Left
6504,Zhang Yu,0.0,0.1,0.1,0.0,0.1,80.3,6.88,1.9,1.8,0.8,0.3,4.2,1.0,1.2,0.2,0.5,0.1,0.0,0.1,36.5,0.0,1.8,0.0,0.0,0.0,0.1,Defensive,Back,Center
6505,Wei Shihao,0.33,0.0,0.67,0.0,2.1,78.3,6.86,0.3,0.0,0.9,0.0,0.3,0.6,0.0,1.5,1.8,0.5,2.5,0.4,19.0,0.3,0.1,0.0,1.1,0.1,0.9,Attacking,Forward,Center
6507,Liu Huan,0.0,0.23,0.0,0.0,0.3,79.3,6.6,1.5,1.5,0.5,0.3,3.0,0.5,0.5,0.0,0.3,0.0,0.7,0.3,27.3,0.3,2.2,0.0,0.2,0.0,0.2,Defensive,Back,Left
6516,Alex Teixeira,0.55,0.0,0.0,0.0,2.5,81.4,7.79,1.1,0.3,0.7,0.0,0.6,0.4,0.0,3.3,2.9,1.2,1.7,2.3,31.8,0.7,0.4,0.1,0.4,0.4,1.8,Attacking,Forward,Center
6517,Ji Xiang,0.18,0.45,0.36,0.0,1.5,69.5,7.48,2.4,1.5,0.9,0.1,2.2,1.2,0.3,1.4,0.8,0.0,0.6,2.1,34.0,1.9,2.4,0.1,0.9,0.0,0.5,Defensive,Back,Right
6518,Huang Zichang,0.52,0.0,0.21,0.0,1.9,75.4,7.06,1.4,0.5,1.5,0.0,0.0,0.6,0.0,1.4,2.3,0.2,2.5,1.1,15.2,0.3,0.5,0.0,0.2,0.5,1.2,Neutral,Mid,Right
6519,Richmond Boakye,0.23,0.08,0.15,0.0,3.4,77.6,6.81,0.6,0.3,1.5,0.1,0.7,0.5,0.1,0.6,1.4,0.6,2.1,1.6,21.0,0.3,0.1,0.0,1.0,0.2,2.1,Attacking,Forward,Center
6520,Wu Xi,0.24,0.37,0.0,0.0,1.2,79.1,6.99,1.9,0.9,0.7,0.0,2.2,1.0,0.4,0.3,0.8,0.1,0.9,0.9,41.0,0.0,3.3,0.0,0.4,0.1,0.7,Neutral,Mid,Center
6521,Li Ang,0.09,0.0,0.36,0.0,0.8,80.9,6.78,1.4,1.0,0.9,0.1,4.5,0.5,0.3,0.2,0.5,0.2,0.2,0.3,40.0,0.0,3.3,0.0,0.2,0.1,0.5,Defensive,Back,Center
6522,Gabriel Paletta,0.0,0.0,0.08,0.0,0.6,80.8,6.73,0.5,1.5,1.4,0.5,4.2,0.7,1.0,0.0,0.3,0.0,0.1,0.2,46.3,0.0,5.2,0.0,0.1,0.0,0.5,Defensive,Back,Center
6523,Yang Xiaotian,0.0,0.21,0.21,0.0,0.8,77.7,6.73,2.0,1.7,0.5,0.2,1.5,0.8,0.0,0.3,1.5,0.2,0.3,0.5,32.8,0.8,1.5,0.0,0.8,0.0,0.0,Defensive,Back,Left
6524,Zhou Yun,0.0,0.0,0.23,0.0,0.0,81.3,6.68,1.0,0.8,1.3,0.0,3.0,0.5,0.2,0.2,1.1,0.1,0.2,0.6,33.6,0.5,1.2,0.0,0.0,0.0,0.0,Defensive,Back,Left
6526,Tian Yinong,0.0,0.21,0.41,0.0,0.8,82.0,6.61,1.4,0.9,1.9,0.0,1.4,1.9,0.6,0.3,0.6,0.1,0.5,0.7,40.6,0.2,1.6,0.0,0.3,0.1,0.4,Neutral,Mid,Center
6528,Zhang Xiaobin,0.0,0.3,0.3,0.0,0.0,83.8,6.45,1.4,0.6,0.8,0.0,0.8,1.0,0.4,0.2,0.0,0.0,0.4,0.4,21.0,0.4,0.6,0.0,0.0,0.0,0.0,Neutral,Mid,Center
6535,Alan,2.77,0.0,0.0,0.35,4.5,50.0,7.81,0.5,0.0,1.0,0.0,0.8,0.3,0.0,1.8,1.3,0.3,0.5,0.3,9.0,0.3,0.0,0.0,0.8,1.0,2.8,Attacking,Forward,Center
6536,Ricardo Goulart,1.13,0.25,0.0,0.0,4.0,81.4,7.49,1.1,0.3,0.5,0.0,1.4,1.1,0.0,0.9,1.6,0.6,1.0,1.9,30.9,0.1,0.5,0.1,0.9,0.9,2.3,Attacking,Mid,Center
6537,Nemanja Gudelj,0.18,0.09,0.09,0.0,2.8,82.1,7.09,1.3,1.1,2.1,0.0,0.6,1.0,0.5,1.8,1.6,0.0,0.8,0.5,41.7,0.3,2.1,0.0,2.5,0.1,0.2,Defensive,Mid,Center
6538,Gao Lin,0.32,0.22,0.22,0.0,2.0,65.1,7.04,1.3,0.2,1.8,0.1,0.3,0.8,0.0,0.5,2.5,0.3,2.0,1.4,21.6,0.4,0.3,0.0,0.7,0.1,1.2,Attacking,Forward,Center
6539,Yu Hanchao,0.21,0.1,0.31,0.0,2.0,79.6,6.99,0.8,0.6,1.2,0.0,0.5,1.0,0.2,1.2,1.2,0.1,1.1,1.5,28.5,1.2,0.6,0.0,0.4,0.1,1.5,Attacking,Mid,Left
6540,Zhang Linpeng,0.0,0.0,0.33,0.0,0.6,78.1,6.91,0.8,2.0,1.7,1.0,4.4,0.7,1.0,0.1,0.4,0.0,0.0,0.2,40.0,0.3,3.1,0.0,0.1,0.0,0.4,Defensive,Back,Center
6541,Feng Xiaoting,0.0,0.0,0.0,0.0,0.1,79.8,6.9,1.1,1.0,0.8,1.1,5.6,0.8,0.3,0.4,0.8,0.1,0.1,0.6,47.3,0.0,3.3,0.1,0.1,0.0,0.0,Defensive,Back,Center
6542,Li Xuepeng,0.0,0.0,0.32,0.0,0.6,81.8,6.89,2.3,1.0,2.0,0.3,3.6,0.3,0.1,0.4,0.8,0.3,0.6,0.4,31.9,1.2,1.6,0.0,0.3,0.2,0.1,Defensive,Back,Left
6544,Huang Bowen,0.0,0.13,0.13,0.0,0.4,85.9,6.78,1.4,1.1,1.3,0.0,1.8,1.4,0.2,0.3,0.7,0.1,1.1,1.0,42.4,0.3,3.2,0.0,0.2,0.0,0.2,Defensive,Mid,Center
6546,Zhang Wenzhao,0.0,0.45,0.0,0.0,1.6,83.6,6.71,1.0,0.1,1.4,0.0,0.0,1.1,0.0,1.1,2.0,0.1,0.9,1.4,15.7,1.0,0.0,0.0,1.0,0.0,0.6,Attacking,Mid,Right
6547,Deng Hanwen,0.0,0.13,0.13,0.13,0.3,83.0,6.68,1.2,0.8,1.6,0.3,2.8,0.8,0.3,0.4,2.0,0.1,0.4,0.8,26.5,0.7,1.1,0.0,0.1,0.0,0.2,Defensive,Back,Right
6548,Liao Lisheng,0.0,0.0,0.0,0.0,0.2,78.6,6.64,2.0,1.0,0.8,0.2,2.0,1.8,0.2,0.0,0.8,0.0,0.2,1.6,25.2,1.2,2.6,0.0,0.2,0.0,0.0,Defensive,Mid,Center
6549,Zheng Long,0.0,0.49,0.49,0.0,1.0,57.7,6.63,2.0,1.7,1.3,0.0,0.0,1.3,0.0,0.0,0.7,0.3,1.0,2.0,26.0,0.3,0.3,0.0,0.3,0.0,0.7,Attacking,Mid,Right
6550,Zheng Zhi,0.0,0.0,0.77,0.0,0.7,79.2,6.61,0.7,1.7,1.7,0.0,1.7,1.3,0.0,1.3,0.7,0.0,1.3,1.0,41.7,0.3,4.0,0.0,0.7,0.0,0.0,Defensive,Mid,Center
6844,Georges Mandjeck,0.0,0.09,0.46,0.0,0.6,78.4,6.55,1.8,1.3,2.1,0.1,1.4,0.7,0.2,0.7,1.1,0.0,0.6,0.4,31.1,0.0,2.5,0.0,0.3,0.0,0.4,Defensive,Mid,Center
6845,Guelor Kanga,0.69,0.0,0.35,0.0,3.0,76.1,6.93,0.8,0.7,0.7,0.0,0.3,1.0,0.0,2.7,3.2,0.2,3.8,2.2,53.0,0.3,5.5,0.3,2.7,0.0,0.3,Attacking,Mid,Center
6972,Petr Jiracek,0.17,0.0,0.17,0.0,0.7,84.2,6.68,2.0,2.2,2.7,0.0,1.0,1.2,0.2,0.7,1.0,0.0,1.0,1.0,50.5,0.2,3.3,0.0,0.7,0.0,0.0,Neutral,Mid,Center
7164,Sergio Aguero,1.16,0.25,0.07,0.0,3.6,81.7,7.6,0.4,0.3,0.3,0.0,0.1,0.5,0.0,1.9,0.6,0.7,1.7,1.4,23.6,0.2,0.2,0.1,0.6,0.3,2.7,Attacking,Forward,Center
7165,Kevin De Bruyne,0.3,0.49,0.16,0.0,2.5,83.2,7.78,1.7,0.8,0.9,0.0,0.3,1.6,0.1,1.7,1.0,0.0,1.6,2.7,72.6,1.6,3.7,0.4,1.9,0.0,0.6,Neutral,Mid,Center
7166,David Silva,0.3,0.38,0.18,0.0,1.7,88.6,7.41,0.9,0.7,0.8,0.0,0.3,1.0,0.1,1.3,1.1,0.2,1.0,2.1,76.9,0.6,1.3,0.2,0.6,0.2,0.9,Neutral,Mid,Center
7167,Raheem Sterling,0.68,0.34,0.14,0.03,2.3,83.2,7.51,0.5,0.3,1.1,0.0,0.2,0.8,0.0,2.2,1.7,0.5,1.8,1.6,33.2,0.2,0.2,0.1,0.5,0.3,1.5,Attacking,Forward,Right
7168,Leroy Sane,0.41,0.5,0.12,0.0,1.8,84.5,7.38,0.8,0.4,0.9,0.0,0.2,0.4,0.0,2.8,0.8,0.4,1.9,1.7,33.8,0.7,0.5,0.0,0.6,0.0,1.1,Attacking,Forward,Left
7169,Fernandinho,0.13,0.08,0.3,0.0,1.3,90.3,7.31,1.8,1.4,1.3,0.1,2.0,1.4,0.2,0.7,0.7,0.0,0.6,0.6,85.3,0.0,3.4,0.2,0.9,0.0,0.4,Neutral,Mid,Center
7170,Fabian Delph,0.04,0.08,0.08,0.04,0.4,92.9,7.14,2.1,1.4,0.6,0.3,1.7,1.0,0.0,1.3,0.7,0.0,0.6,0.5,73.0,0.1,2.2,0.0,0.4,0.0,0.0,Defensive,Back,Left
7171,Nicolas Otamendi,0.12,0.0,0.28,0.0,0.9,91.9,7.15,1.8,1.6,0.8,0.9,3.9,0.7,0.3,0.1,0.7,0.0,0.0,0.3,91.4,0.0,4.1,0.0,0.2,0.1,0.6,Defensive,Back,Center
7172,Oleksandr Zinchenko,0.0,0.0,0.14,0.0,0.6,91.7,6.96,2.7,0.8,0.9,0.1,0.9,1.1,0.0,0.3,0.2,0.2,0.3,1.0,89.6,0.0,2.2,0.0,0.6,0.0,0.0,Defensive,Back,Left
7175,Gabriel Jesus,0.76,0.11,0.3,0.0,1.7,78.8,6.98,0.8,0.4,1.0,0.0,0.2,0.7,0.0,0.7,0.7,0.6,0.9,0.7,20.0,0.0,0.4,0.1,0.2,0.6,1.0,Attacking,Forward,Center
7176,Vincent Kompany,0.11,0.06,0.4,0.0,0.5,92.7,7.02,1.2,1.0,0.9,0.5,3.9,0.5,0.5,0.3,0.1,0.0,0.2,0.2,86.9,0.0,5.1,0.1,0.0,0.2,0.4,Defensive,Back,Center
7178,John Stones,0.15,0.0,0.0,0.0,0.8,95.9,7.1,0.8,1.1,0.3,0.9,2.7,0.4,0.5,0.3,0.1,0.0,0.2,0.0,78.3,0.0,4.0,0.0,0.0,0.0,0.7,Defensive,Back,Center
7179,Benjamin Mendy,0.0,0.2,0.4,0.0,0.8,84.5,6.87,0.6,1.0,0.8,0.0,1.0,0.5,0.0,0.5,0.1,0.0,0.8,1.3,30.9,1.0,0.3,0.0,0.5,0.0,0.3,Defensive,Back,Left
7182,Ilkay Gundogan,0.27,0.13,0.27,0.0,1.2,91.5,6.81,1.1,0.6,0.4,0.0,0.3,0.9,0.0,0.9,0.8,0.0,0.6,0.7,46.6,0.2,1.0,0.1,0.6,0.0,0.6,Neutral,Mid,Center
7187,Alexis Sanchez,0.38,0.19,0.22,0.0,2.7,74.2,7.43,1.3,0.7,1.0,0.0,0.0,1.6,0.1,2.7,2.6,0.8,2.7,2.5,47.3,0.6,2.6,0.4,1.2,0.2,1.2,Attacking,Mid,Center
7188,Paul Pogba,0.24,0.38,0.24,0.03,2.4,84.9,7.37,1.3,0.8,1.6,0.0,0.8,1.0,0.0,2.5,1.9,0.1,1.5,1.3,61.0,0.1,4.1,0.2,1.6,0.2,0.7,Neutral,Mid,Center
7190,Romelu Lukaku,0.86,0.17,0.1,0.0,2.7,68.7,7.39,0.3,0.1,0.9,0.0,0.6,0.3,0.0,1.2,0.6,0.5,1.4,1.1,21.4,0.2,0.7,0.1,0.4,0.3,2.0,Attacking,Forward,Center
7191,Chris Smalling,0.11,0.0,0.11,0.0,0.5,88.8,7.15,1.4,1.8,0.7,0.2,5.0,0.4,1.0,0.1,0.5,0.1,0.1,0.1,42.3,0.0,1.5,0.0,0.0,0.2,0.4,Defensive,Back,Center
7192,Phil Jones,0.0,0.0,0.14,0.0,0.1,91.2,7.21,1.1,1.8,0.4,0.4,5.6,0.5,0.7,0.3,1.0,0.0,0.0,0.1,47.1,0.0,2.3,0.0,0.0,0.0,0.0,Defensive,Back,Center
7193,Nemanja Matic,0.05,0.02,0.14,0.0,0.5,88.0,7.21,2.0,1.8,0.9,0.1,1.4,1.2,0.3,1.5,0.6,0.0,0.8,0.6,71.5,0.1,5.0,0.0,0.4,0.0,0.1,Defensive,Mid,Center
